,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,credit_risk
5398,21,,0.0,brak historii,0.0,3,20,stała,1.0,,1,0,0,kawaler/panna,0
5399,43,15399.0,0.0,dobra historia,0.0,3,7,samozatrudnienie,1.0,155867.0,1,0,0,żonaty/zamężna,0
5400,28,23467.0,0.0,,1.0,1,6,stała,0.0,126611.0,0,1,1,kawaler/panna,0
5401,36,32101.0,1.0,brak historii,1.0,1,19,określona,1.0,99774.0,1,1,0,żonaty/zamężna,0
5402,45,11294.0,0.0,dobra historia,0.0,0,4,brak,1.0,24015.0,1,0,0,kawaler/panna,0
5403,40,40000.0,2.0,brak historii,2.0,0,12,stała,1.0,148180.0,0,2,1,żonaty/zamężna,0
5404,31,25702.0,3.0,brak historii,2.0,1,8,stała,,,1,1,1,żonaty/zamężna,0
5405,40,27812.0,0.0,dobra historia,0.0,1,14,stała,,63213.0,0,0,2,żonaty/zamężna,0
5406,24,20981.0,0.0,dobra historia,,2,13,stała,0.0,,0,1,1,żonaty/zamężna,0
5407,51,22239.0,2.0,dobra historia,,1,11,określona,0.0,44747.0,0,2,0,kawaler/panna,0
5408,37,20452.0,0.0,dobra historia,0.0,2,11,określona,0.0,16287.0,1,1,2,kawaler/panna,0
5409,51,36640.0,0.0,dobra historia,1.0,5,5,stała,1.0,60924.0,1,1,0,żonaty/zamężna,1
5410,34,,1.0,dobra historia,,0,10,określona,,29419.0,1,1,0,kawaler/panna,0
5411,34,32322.0,0.0,dobra historia,1.0,1,9,stała,,,0,1,0,żonaty/zamężna,0
5412,32,17731.0,0.0,,0.0,2,6,stała,1.0,,0,0,1,kawaler/panna,0
5413,48,,4.0,dobra historia,2.0,5,6,stała,1.0,64106.0,1,2,0,żonaty/zamężna,1
5414,32,14735.0,0.0,dobra historia,1.0,0,6,stała,0.0,,0,2,0,kawaler/panna,0
5415,46,40000.0,3.0,dobra historia,,1,14,określona,1.0,12620.0,1,2,1,kawaler/panna,0
5416,36,14517.0,0.0,dobra historia,1.0,1,10,stała,0.0,,1,1,1,żonaty/zamężna,0
5417,20,18723.0,2.0,dobra historia,1.0,2,4,stała,1.0,32132.0,1,1,2,kawaler/panna,0
5418,34,18817.0,1.0,brak historii,0.0,2,14,stała,1.0,51212.0,0,1,1,żonaty/zamężna,0
5419,28,18453.0,0.0,,0.0,1,15,stała,0.0,137423.0,1,1,0,żonaty/zamężna,0
5420,40,31610.0,2.0,brak historii,0.0,1,8,stała,1.0,,0,0,1,rozwiedziony/rozwiedziona,0
5421,28,18801.0,3.0,dobra historia,1.0,1,6,stała,0.0,73422.0,0,0,1,żonaty/zamężna,0
5422,49,40000.0,0.0,dobra historia,,0,16,brak,1.0,,1,0,1,żonaty/zamężna,0
5423,39,,2.0,brak historii,0.0,2,19,stała,1.0,,1,0,0,kawaler/panna,0
5424,38,23973.0,0.0,dobra historia,0.0,4,15,stała,0.0,27598.0,0,0,1,żonaty/zamężna,0
5425,46,,2.0,dobra historia,0.0,1,9,brak,1.0,,0,1,2,żonaty/zamężna,0
5426,49,27186.0,2.0,dobra historia,0.0,1,6,stała,1.0,,0,0,1,żonaty/zamężna,0
5427,39,21851.0,0.0,dobra historia,1.0,3,0,określona,,30120.0,1,1,0,kawaler/panna,0
5428,32,20383.0,0.0,,2.0,0,16,samozatrudnienie,1.0,69924.0,0,1,0,żonaty/zamężna,0
5429,22,,0.0,dobra historia,1.0,1,2,stała,,33441.0,0,2,0,kawaler/panna,0
5430,33,15880.0,3.0,dobra historia,0.0,2,5,samozatrudnienie,0.0,,1,1,0,kawaler/panna,0
5431,33,29532.0,0.0,,0.0,2,7,określona,1.0,55431.0,0,1,1,kawaler/panna,0
5432,41,14995.0,1.0,brak historii,0.0,1,12,samozatrudnienie,1.0,94996.0,0,1,2,rozwiedziony/rozwiedziona,0
5433,36,,0.0,,,0,0,stała,,43538.0,1,1,2,żonaty/zamężna,0
5434,46,12115.0,2.0,brak historii,0.0,2,10,stała,1.0,280927.0,0,1,0,kawaler/panna,0
5435,33,15815.0,1.0,dobra historia,2.0,2,18,stała,0.0,26834.0,0,1,1,kawaler/panna,0
5436,39,21140.0,2.0,dobra historia,0.0,1,6,brak,0.0,,0,2,0,żonaty/zamężna,0
5437,51,40000.0,3.0,brak historii,0.0,1,13,samozatrudnienie,1.0,13233.0,1,2,1,żonaty/zamężna,0
5438,43,23165.0,0.0,dobra historia,,2,7,określona,1.0,37018.0,0,1,1,żonaty/zamężna,0
5439,39,40000.0,0.0,,0.0,0,11,określona,1.0,,1,2,1,kawaler/panna,0
5440,33,,5.0,dobra historia,1.0,0,9,stała,0.0,23477.0,0,1,1,żonaty/zamężna,0
5441,33,18150.0,0.0,dobra historia,0.0,1,4,stała,1.0,11083.0,0,0,1,żonaty/zamężna,0
5442,31,40000.0,2.0,dobra historia,,2,12,stała,1.0,,0,1,2,żonaty/zamężna,0
5443,34,27405.0,2.0,brak historii,0.0,0,11,samozatrudnienie,1.0,115276.0,0,2,1,kawaler/panna,0
5444,47,15972.0,1.0,dobra historia,,2,10,określona,1.0,260713.0,0,1,2,żonaty/zamężna,0
5445,37,27869.0,0.0,dobra historia,0.0,0,17,określona,1.0,11289.0,1,0,1,kawaler/panna,0
5446,26,,0.0,dobra historia,,1,9,samozatrudnienie,1.0,113756.0,0,1,1,żonaty/zamężna,0
5447,57,8147.0,1.0,brak historii,0.0,3,11,stała,0.0,37516.0,1,1,0,kawaler/panna,0
5448,43,35171.0,0.0,dobra historia,0.0,0,6,stała,0.0,116744.0,1,2,0,rozwiedziony/rozwiedziona,0
5449,25,38080.0,1.0,dobra historia,,1,13,samozatrudnienie,,38232.0,1,1,0,kawaler/panna,0
5450,35,40000.0,0.0,,0.0,2,4,stała,,136427.0,1,2,0,kawaler/panna,0
5451,41,27202.0,0.0,,,0,10,określona,1.0,48795.0,1,1,1,żonaty/zamężna,0
5452,57,19450.0,0.0,dobra historia,,1,7,stała,1.0,18614.0,0,1,0,kawaler/panna,0
5453,28,33439.0,3.0,dobra historia,1.0,2,12,stała,,29700.0,1,1,0,kawaler/panna,0
5454,49,33688.0,1.0,,0.0,0,6,stała,1.0,32090.0,0,2,1,rozwiedziony/rozwiedziona,0
5455,53,40000.0,1.0,dobra historia,0.0,3,12,określona,1.0,26124.0,0,1,1,żonaty/zamężna,0
5456,33,21540.0,3.0,dobra historia,0.0,3,10,stała,1.0,99098.0,0,2,0,kawaler/panna,0
5457,37,,1.0,dobra historia,,2,16,stała,1.0,32639.0,0,1,0,żonaty/zamężna,0
5458,29,,4.0,,0.0,0,1,stała,,57494.0,0,1,1,żonaty/zamężna,0
5459,37,28817.0,0.0,dobra historia,,1,5,stała,1.0,72411.0,0,0,1,żonaty/zamężna,0
5460,39,,2.0,dobra historia,0.0,4,7,brak,,152100.0,0,2,0,żonaty/zamężna,0
5461,46,32469.0,0.0,brak historii,0.0,4,11,brak,0.0,19338.0,1,2,1,rozwiedziony/rozwiedziona,0
5462,50,,2.0,dobra historia,0.0,1,12,stała,1.0,37315.0,0,1,0,żonaty/zamężna,0
5463,32,29511.0,3.0,dobra historia,0.0,1,12,brak,1.0,55672.0,1,0,1,żonaty/zamężna,0
5464,20,23602.0,0.0,dobra historia,0.0,2,11,samozatrudnienie,0.0,,1,0,1,żonaty/zamężna,0
5465,39,40000.0,0.0,dobra historia,,1,9,określona,1.0,37771.0,1,0,0,żonaty/zamężna,0
5466,42,34064.0,2.0,dobra historia,,1,7,stała,1.0,55047.0,0,1,0,żonaty/zamężna,0
5467,42,,0.0,dobra historia,0.0,2,13,stała,1.0,51522.0,0,1,1,kawaler/panna,0
5468,36,,2.0,,,2,6,określona,,47889.0,0,1,0,żonaty/zamężna,0
5469,41,14188.0,0.0,dobra historia,0.0,4,11,stała,1.0,,0,1,2,żonaty/zamężna,0
5470,55,,3.0,dobra historia,1.0,2,10,stała,0.0,173311.0,1,2,0,kawaler/panna,0
5471,43,13358.0,0.0,dobra historia,1.0,2,2,brak,0.0,,1,1,2,rozwiedziony/rozwiedziona,0
5472,36,37861.0,1.0,brak historii,0.0,0,12,samozatrudnienie,,,0,1,2,żonaty/zamężna,0
5473,34,40000.0,0.0,,,1,23,stała,0.0,69940.0,0,0,0,kawaler/panna,0
5474,38,14192.0,0.0,brak historii,0.0,0,20,stała,,30413.0,0,2,1,kawaler/panna,0
5475,56,,0.0,dobra historia,0.0,3,15,brak,0.0,102989.0,0,2,1,żonaty/zamężna,0
5476,38,22210.0,0.0,dobra historia,,0,13,stała,1.0,14515.0,0,0,2,żonaty/zamężna,0
5477,39,34268.0,0.0,dobra historia,0.0,2,4,stała,1.0,177262.0,1,0,0,żonaty/zamężna,0
5478,35,,3.0,dobra historia,0.0,0,12,stała,0.0,30222.0,0,1,0,kawaler/panna,0
5479,50,9482.0,0.0,dobra historia,0.0,4,20,samozatrudnienie,1.0,21254.0,1,0,0,kawaler/panna,0
5480,59,18786.0,2.0,dobra historia,0.0,0,7,samozatrudnienie,1.0,30651.0,0,0,2,kawaler/panna,0
5481,44,,0.0,,0.0,3,2,określona,0.0,103336.0,0,2,2,kawaler/panna,0
5482,40,10934.0,1.0,,0.0,1,14,stała,0.0,171887.0,1,1,1,kawaler/panna,0
5483,40,,0.0,dobra historia,,1,6,stała,1.0,193020.0,1,0,1,żonaty/zamężna,0
5484,18,27279.0,1.0,brak historii,2.0,1,4,stała,0.0,,0,1,1,kawaler/panna,0
5485,47,19161.0,1.0,dobra historia,0.0,2,11,stała,1.0,14968.0,1,0,0,kawaler/panna,0
5486,41,10175.0,0.0,dobra historia,0.0,0,14,stała,1.0,76653.0,0,1,0,kawaler/panna,0
5487,44,40000.0,0.0,dobra historia,1.0,1,10,stała,1.0,81355.0,1,0,1,żonaty/zamężna,0
5488,32,,0.0,dobra historia,0.0,1,14,samozatrudnienie,0.0,244331.0,0,1,0,żonaty/zamężna,0
5489,36,23291.0,0.0,dobra historia,1.0,2,16,samozatrudnienie,,123551.0,0,2,0,rozwiedziony/rozwiedziona,0
5490,35,12721.0,0.0,dobra historia,0.0,0,12,stała,0.0,19374.0,1,1,1,żonaty/zamężna,0
5491,50,25093.0,0.0,brak historii,1.0,1,13,brak,0.0,17773.0,1,1,2,żonaty/zamężna,0
5492,36,20290.0,1.0,dobra historia,2.0,3,8,stała,0.0,132078.0,0,2,1,żonaty/zamężna,0
5493,60,8567.0,0.0,brak historii,1.0,1,19,brak,1.0,20705.0,1,1,1,żonaty/zamężna,0
5494,44,12898.0,0.0,dobra historia,,1,12,stała,1.0,214827.0,0,1,0,kawaler/panna,0
5495,27,32776.0,0.0,dobra historia,2.0,1,12,samozatrudnienie,0.0,125569.0,0,1,2,żonaty/zamężna,0
5496,38,40000.0,1.0,brak historii,1.0,2,8,stała,0.0,37410.0,1,1,1,kawaler/panna,0
5497,33,26465.0,0.0,dobra historia,0.0,2,6,stała,,57278.0,0,1,2,żonaty/zamężna,0
5498,18,38236.0,1.0,,0.0,0,6,określona,1.0,,0,1,1,kawaler/panna,0
5499,55,20376.0,2.0,,0.0,2,8,określona,1.0,54351.0,0,1,1,kawaler/panna,0
5500,47,21093.0,1.0,brak historii,1.0,0,10,brak,,33808.0,0,2,0,rozwiedziony/rozwiedziona,0
5501,45,38005.0,0.0,,,2,11,stała,0.0,,0,1,1,żonaty/zamężna,0
5502,41,40000.0,1.0,dobra historia,,2,1,samozatrudnienie,0.0,38111.0,0,2,1,żonaty/zamężna,0
5503,26,40000.0,0.0,dobra historia,1.0,1,16,brak,1.0,76001.0,1,1,0,kawaler/panna,0
5504,35,,3.0,brak historii,1.0,0,9,stała,0.0,137559.0,0,1,0,kawaler/panna,0
5505,48,21301.0,2.0,dobra historia,0.0,0,17,stała,1.0,20097.0,1,2,1,żonaty/zamężna,0
5506,29,25305.0,0.0,,1.0,1,12,stała,,25177.0,0,0,1,kawaler/panna,0
5507,18,,4.0,dobra historia,0.0,3,11,brak,1.0,205380.0,1,1,0,kawaler/panna,0
5508,37,26740.0,1.0,,1.0,3,15,określona,0.0,,0,1,1,rozwiedziony/rozwiedziona,0
5509,38,33199.0,0.0,,0.0,2,17,brak,1.0,14941.0,0,1,1,żonaty/zamężna,0
5510,41,36366.0,0.0,dobra historia,2.0,0,10,stała,,31499.0,0,0,0,kawaler/panna,0
5511,47,40000.0,1.0,dobra historia,,1,17,samozatrudnienie,1.0,500000.0,0,0,0,żonaty/zamężna,0
5512,46,18681.0,3.0,dobra historia,1.0,2,10,stała,0.0,,0,2,0,kawaler/panna,0
5513,42,11136.0,3.0,,0.0,3,9,stała,0.0,44009.0,0,0,2,rozwiedziony/rozwiedziona,0
5514,51,26347.0,1.0,dobra historia,0.0,5,9,określona,1.0,60091.0,0,1,0,rozwiedziony/rozwiedziona,1
5515,24,40000.0,0.0,dobra historia,0.0,3,3,samozatrudnienie,,,1,1,0,kawaler/panna,0
5516,45,17352.0,1.0,dobra historia,0.0,4,0,stała,0.0,130303.0,0,0,2,żonaty/zamężna,0
5517,46,31052.0,2.0,brak historii,1.0,5,6,stała,1.0,69315.0,0,1,0,kawaler/panna,1
5518,27,,0.0,,,1,11,brak,,27253.0,0,2,2,kawaler/panna,0
5519,24,24239.0,0.0,dobra historia,0.0,1,12,stała,0.0,,0,2,1,żonaty/zamężna,0
5520,32,22102.0,1.0,dobra historia,1.0,2,1,stała,1.0,36848.0,0,2,1,żonaty/zamężna,0
5521,33,13881.0,3.0,brak historii,0.0,0,12,stała,0.0,117492.0,1,1,1,kawaler/panna,0
5522,47,7038.0,2.0,brak historii,0.0,2,4,stała,,61503.0,0,1,0,kawaler/panna,0
5523,33,,0.0,brak historii,0.0,2,14,stała,0.0,35009.0,1,0,1,rozwiedziony/rozwiedziona,0
5524,31,18121.0,0.0,brak historii,,1,12,samozatrudnienie,1.0,36773.0,1,2,1,żonaty/zamężna,0
5525,33,,3.0,dobra historia,0.0,2,4,stała,0.0,86198.0,1,0,0,żonaty/zamężna,0
5526,51,20919.0,2.0,dobra historia,0.0,3,7,samozatrudnienie,,34350.0,0,0,1,żonaty/zamężna,0
5527,40,16991.0,0.0,dobra historia,2.0,2,3,stała,0.0,162875.0,0,2,0,kawaler/panna,0
5528,38,,1.0,dobra historia,0.0,0,13,stała,1.0,,1,1,0,żonaty/zamężna,0
5529,38,30589.0,3.0,dobra historia,1.0,0,9,samozatrudnienie,1.0,35369.0,1,1,1,kawaler/panna,0
5530,52,40000.0,3.0,dobra historia,0.0,1,8,stała,0.0,,0,2,2,żonaty/zamężna,0
5531,32,37485.0,2.0,dobra historia,,2,7,samozatrudnienie,0.0,92375.0,0,1,1,kawaler/panna,0
5532,53,29824.0,0.0,dobra historia,,4,17,określona,,123602.0,0,2,2,żonaty/zamężna,0
5533,42,10532.0,2.0,dobra historia,0.0,5,10,określona,1.0,26110.0,0,0,0,kawaler/panna,1
5534,38,18474.0,0.0,dobra historia,1.0,1,13,stała,1.0,65727.0,0,1,2,żonaty/zamężna,0
5535,65,40000.0,3.0,brak historii,0.0,2,10,określona,1.0,95249.0,1,1,0,kawaler/panna,0
5536,29,38598.0,0.0,dobra historia,0.0,0,8,stała,1.0,68567.0,1,1,1,kawaler/panna,0
5537,36,,1.0,brak historii,0.0,4,21,stała,,87477.0,1,0,2,żonaty/zamężna,0
5538,27,21422.0,1.0,dobra historia,1.0,1,3,stała,0.0,99004.0,0,1,1,rozwiedziony/rozwiedziona,0
5539,49,26411.0,2.0,dobra historia,0.0,1,5,określona,1.0,32117.0,1,1,1,żonaty/zamężna,0
5540,56,15046.0,1.0,dobra historia,0.0,0,10,samozatrudnienie,0.0,25952.0,1,0,2,żonaty/zamężna,0
5541,56,,0.0,dobra historia,0.0,1,2,określona,,24586.0,1,1,2,żonaty/zamężna,0
5542,52,23142.0,2.0,,0.0,1,1,samozatrudnienie,0.0,36818.0,1,1,0,rozwiedziony/rozwiedziona,0
5543,38,14855.0,0.0,dobra historia,0.0,2,8,samozatrudnienie,1.0,111574.0,0,2,1,kawaler/panna,0
5544,36,14884.0,0.0,brak historii,1.0,0,5,samozatrudnienie,0.0,84749.0,0,1,2,żonaty/zamężna,0
5545,23,,5.0,dobra historia,2.0,1,15,stała,0.0,25141.0,0,1,0,rozwiedziony/rozwiedziona,0
5546,60,20602.0,1.0,dobra historia,0.0,1,13,stała,1.0,16470.0,0,1,1,żonaty/zamężna,0
5547,44,21926.0,2.0,dobra historia,0.0,0,12,stała,,28153.0,0,1,2,kawaler/panna,0
5548,35,14157.0,1.0,,0.0,0,11,stała,1.0,64735.0,0,0,1,żonaty/zamężna,0
5549,53,19729.0,2.0,,1.0,3,0,stała,1.0,24816.0,1,0,1,żonaty/zamężna,0
5550,30,9147.0,2.0,dobra historia,2.0,0,8,stała,1.0,,0,1,2,kawaler/panna,1
5551,44,25732.0,1.0,brak historii,0.0,4,15,samozatrudnienie,0.0,102051.0,1,0,1,rozwiedziony/rozwiedziona,0
5552,38,5280.0,5.0,dobra historia,0.0,3,7,stała,1.0,43014.0,0,2,1,żonaty/zamężna,0
5553,46,19058.0,0.0,dobra historia,1.0,4,20,samozatrudnienie,1.0,,0,1,1,kawaler/panna,0
5554,39,34877.0,2.0,brak historii,1.0,2,14,stała,1.0,33282.0,0,0,1,kawaler/panna,0
5555,25,12969.0,2.0,,0.0,2,14,stała,0.0,63078.0,0,1,1,żonaty/zamężna,0
5556,40,31514.0,0.0,dobra historia,0.0,1,11,stała,0.0,26146.0,1,2,0,żonaty/zamężna,0
5557,50,39256.0,0.0,dobra historia,0.0,1,14,samozatrudnienie,1.0,49694.0,0,0,0,kawaler/panna,0
5558,39,,4.0,,0.0,1,7,stała,0.0,56577.0,0,0,1,kawaler/panna,1
5559,47,20420.0,0.0,,0.0,4,17,brak,,,1,1,0,kawaler/panna,0
5560,29,,0.0,dobra historia,0.0,1,3,określona,0.0,22267.0,0,1,0,kawaler/panna,0
5561,39,20762.0,0.0,brak historii,1.0,2,3,stała,1.0,40943.0,0,1,2,żonaty/zamężna,0
5562,33,21947.0,0.0,brak historii,,1,8,samozatrudnienie,0.0,31036.0,0,1,1,kawaler/panna,0
5563,47,,3.0,,0.0,2,4,określona,0.0,56704.0,1,1,1,żonaty/zamężna,0
5564,40,40000.0,0.0,brak historii,,3,3,stała,0.0,59028.0,0,1,2,rozwiedziony/rozwiedziona,0
5565,46,25412.0,0.0,brak historii,0.0,0,11,stała,1.0,59485.0,0,0,1,kawaler/panna,0
5566,50,14407.0,2.0,dobra historia,2.0,3,6,stała,1.0,,0,1,2,żonaty/zamężna,0
5567,46,,0.0,dobra historia,1.0,0,12,określona,,120942.0,0,0,1,kawaler/panna,0
5568,42,8974.0,1.0,brak historii,0.0,0,19,samozatrudnienie,1.0,130166.0,0,1,0,żonaty/zamężna,0
5569,30,,2.0,,0.0,1,6,stała,,193044.0,1,1,0,żonaty/zamężna,0
5570,39,6976.0,2.0,,0.0,0,16,stała,0.0,34834.0,0,2,1,żonaty/zamężna,0
5571,34,,2.0,brak historii,0.0,0,9,określona,0.0,99367.0,0,2,2,kawaler/panna,0
5572,36,,0.0,,0.0,1,11,stała,,18412.0,1,2,1,kawaler/panna,0
5573,36,30628.0,0.0,dobra historia,0.0,2,16,stała,1.0,,0,0,2,kawaler/panna,0
5574,30,,0.0,dobra historia,0.0,2,20,określona,,79134.0,0,2,0,żonaty/zamężna,0
5575,20,29345.0,0.0,dobra historia,,1,11,stała,1.0,121872.0,1,2,2,żonaty/zamężna,0
5576,33,22903.0,1.0,,0.0,1,14,określona,0.0,49891.0,0,2,2,żonaty/zamężna,0
5577,41,25221.0,0.0,,0.0,0,12,określona,0.0,34067.0,1,0,0,kawaler/panna,0
5578,26,23243.0,1.0,dobra historia,0.0,0,17,stała,1.0,40644.0,0,1,0,kawaler/panna,0
5579,40,,0.0,dobra historia,2.0,1,12,stała,1.0,140319.0,0,2,2,kawaler/panna,0
5580,59,,0.0,brak historii,1.0,0,12,stała,1.0,17520.0,1,0,2,żonaty/zamężna,0
5581,50,25255.0,0.0,dobra historia,0.0,0,6,stała,1.0,,1,1,2,żonaty/zamężna,0
5582,56,23278.0,0.0,dobra historia,,1,10,stała,1.0,21819.0,1,1,0,kawaler/panna,0
5583,43,10520.0,1.0,,,3,7,stała,1.0,170632.0,0,0,0,kawaler/panna,0
5584,51,11243.0,1.0,dobra historia,,2,5,stała,,34460.0,1,1,1,rozwiedziony/rozwiedziona,0
5585,32,,2.0,dobra historia,0.0,0,9,brak,0.0,30185.0,1,1,1,żonaty/zamężna,0
5586,33,18892.0,3.0,dobra historia,2.0,1,5,stała,1.0,52669.0,0,2,1,kawaler/panna,0
5587,18,29506.0,2.0,dobra historia,0.0,1,1,określona,0.0,,1,1,0,kawaler/panna,0
5588,51,12758.0,1.0,brak historii,1.0,2,6,samozatrudnienie,0.0,12553.0,0,0,0,kawaler/panna,0
5589,55,10545.0,0.0,dobra historia,0.0,1,12,określona,1.0,20995.0,0,1,2,kawaler/panna,0
5590,34,14446.0,0.0,dobra historia,,1,7,określona,0.0,34473.0,0,0,1,żonaty/zamężna,0
5591,37,19706.0,2.0,dobra historia,1.0,1,7,stała,,64315.0,0,2,0,kawaler/panna,0
5592,32,15794.0,0.0,dobra historia,0.0,1,8,określona,1.0,25878.0,1,0,1,żonaty/zamężna,0
5593,43,40000.0,0.0,dobra historia,0.0,0,4,określona,1.0,63021.0,0,0,0,kawaler/panna,0
5594,51,,0.0,brak historii,0.0,2,5,brak,1.0,88719.0,0,0,0,żonaty/zamężna,0
5595,22,40000.0,0.0,dobra historia,2.0,2,8,samozatrudnienie,1.0,10000.0,0,2,0,żonaty/zamężna,1
5596,44,26962.0,2.0,,,0,11,stała,0.0,31135.0,1,1,1,kawaler/panna,0
5597,37,6592.0,0.0,dobra historia,1.0,3,0,brak,1.0,46694.0,0,0,1,kawaler/panna,0
5598,41,37347.0,0.0,dobra historia,1.0,0,6,określona,1.0,41815.0,1,0,0,rozwiedziony/rozwiedziona,0
5599,44,10354.0,0.0,brak historii,,1,2,brak,1.0,36582.0,0,1,1,kawaler/panna,0
5600,38,24717.0,1.0,brak historii,0.0,2,9,stała,0.0,107128.0,0,1,1,kawaler/panna,0
5601,38,14952.0,2.0,,0.0,1,17,określona,1.0,79598.0,0,1,0,kawaler/panna,0
5602,37,40000.0,0.0,brak historii,0.0,2,6,stała,,74167.0,1,1,0,kawaler/panna,0
5603,49,40000.0,2.0,dobra historia,0.0,1,7,stała,,,0,0,0,kawaler/panna,0
5604,44,,0.0,dobra historia,0.0,4,13,stała,1.0,107469.0,1,1,0,żonaty/zamężna,0
5605,42,,1.0,brak historii,,0,15,stała,0.0,201148.0,0,0,0,kawaler/panna,0
5606,27,24891.0,2.0,dobra historia,,0,8,stała,1.0,19978.0,1,1,0,żonaty/zamężna,0
5607,36,,4.0,dobra historia,0.0,0,15,określona,,24092.0,0,0,0,kawaler/panna,0
5608,48,,0.0,,0.0,3,1,stała,,78004.0,0,2,1,kawaler/panna,0
5609,40,13194.0,0.0,dobra historia,0.0,2,18,brak,,34064.0,0,1,1,kawaler/panna,0
5610,46,15386.0,0.0,dobra historia,1.0,1,12,określona,1.0,,0,2,1,kawaler/panna,0
5611,57,21977.0,0.0,brak historii,1.0,2,3,samozatrudnienie,,95609.0,1,2,1,żonaty/zamężna,0
5612,50,40000.0,0.0,dobra historia,2.0,4,2,stała,1.0,62778.0,0,1,1,żonaty/zamężna,0
5613,40,,0.0,,1.0,2,6,stała,1.0,,1,1,2,żonaty/zamężna,0
5614,34,14962.0,0.0,,0.0,3,11,samozatrudnienie,,271608.0,0,2,0,żonaty/zamężna,0
5615,18,30460.0,3.0,dobra historia,2.0,3,17,stała,0.0,34796.0,0,0,1,żonaty/zamężna,0
5616,38,,0.0,brak historii,0.0,0,8,brak,1.0,169765.0,0,0,0,rozwiedziony/rozwiedziona,0
5617,36,34379.0,4.0,,0.0,0,10,określona,0.0,52358.0,0,1,0,żonaty/zamężna,0
5618,43,40000.0,2.0,brak historii,1.0,2,16,samozatrudnienie,1.0,197150.0,1,1,0,żonaty/zamężna,0
5619,38,18408.0,3.0,dobra historia,0.0,2,7,stała,,39610.0,0,1,2,kawaler/panna,0
5620,36,,3.0,brak historii,1.0,2,12,stała,1.0,112302.0,0,2,2,żonaty/zamężna,0
5621,22,15173.0,2.0,dobra historia,0.0,1,12,stała,1.0,131117.0,0,1,0,żonaty/zamężna,0
5622,30,,2.0,dobra historia,0.0,1,6,samozatrudnienie,1.0,40285.0,0,1,2,kawaler/panna,0
5623,44,22354.0,0.0,,,0,16,samozatrudnienie,1.0,114438.0,0,0,1,rozwiedziony/rozwiedziona,0
5624,57,,1.0,,0.0,3,7,określona,0.0,,0,0,0,żonaty/zamężna,0
5625,39,,3.0,,0.0,1,11,samozatrudnienie,,69538.0,0,1,1,żonaty/zamężna,0
5626,43,18895.0,0.0,,0.0,0,10,stała,0.0,,1,2,0,żonaty/zamężna,0
5627,49,29537.0,0.0,brak historii,0.0,0,3,samozatrudnienie,0.0,31392.0,0,2,1,żonaty/zamężna,0
5628,31,8391.0,2.0,dobra historia,0.0,4,2,brak,0.0,118028.0,0,1,0,żonaty/zamężna,0
5629,43,,1.0,brak historii,0.0,2,22,określona,0.0,72273.0,0,1,1,żonaty/zamężna,0
5630,32,38988.0,2.0,brak historii,0.0,3,12,stała,0.0,120777.0,1,1,2,żonaty/zamężna,0
5631,48,16919.0,0.0,brak historii,0.0,1,18,samozatrudnienie,1.0,63278.0,1,0,0,kawaler/panna,0
5632,41,6278.0,1.0,dobra historia,0.0,5,14,brak,0.0,70980.0,1,1,0,żonaty/zamężna,1
5633,42,,0.0,brak historii,1.0,2,11,określona,1.0,96344.0,0,0,1,kawaler/panna,0
5634,32,,3.0,,0.0,1,11,określona,1.0,17598.0,1,1,1,żonaty/zamężna,0
5635,47,31635.0,0.0,dobra historia,,2,17,samozatrudnienie,0.0,60133.0,0,1,1,żonaty/zamężna,0
5636,60,,2.0,dobra historia,0.0,2,10,określona,0.0,61216.0,1,1,0,żonaty/zamężna,0
5637,29,18214.0,0.0,,,2,8,stała,1.0,61872.0,0,1,0,żonaty/zamężna,0
5638,36,,0.0,dobra historia,0.0,0,14,stała,0.0,,0,1,1,rozwiedziony/rozwiedziona,0
5639,42,12289.0,0.0,,1.0,0,3,określona,1.0,22571.0,0,1,0,żonaty/zamężna,0
5640,47,24319.0,0.0,dobra historia,0.0,1,12,stała,1.0,,0,0,2,rozwiedziony/rozwiedziona,0
5641,34,27992.0,1.0,dobra historia,0.0,3,15,określona,1.0,,1,1,2,rozwiedziony/rozwiedziona,0
5642,18,16767.0,0.0,brak historii,,1,3,stała,0.0,62076.0,0,0,2,żonaty/zamężna,0
5643,53,32511.0,0.0,dobra historia,,1,15,stała,,168891.0,0,2,1,żonaty/zamężna,0
5644,47,27797.0,0.0,dobra historia,0.0,2,1,stała,1.0,71216.0,1,1,0,żonaty/zamężna,0
5645,22,22507.0,3.0,dobra historia,1.0,1,4,stała,1.0,165199.0,1,2,2,kawaler/panna,0
5646,33,14027.0,0.0,dobra historia,0.0,2,11,stała,1.0,55662.0,0,0,2,kawaler/panna,0
5647,55,,0.0,brak historii,,0,22,stała,1.0,22892.0,1,1,0,kawaler/panna,0
5648,54,,1.0,brak historii,1.0,1,2,stała,1.0,46687.0,0,0,2,żonaty/zamężna,0
5649,49,24782.0,3.0,dobra historia,1.0,1,10,określona,0.0,84837.0,1,0,2,kawaler/panna,0
5650,38,22318.0,3.0,brak historii,1.0,0,6,samozatrudnienie,1.0,50250.0,1,1,2,żonaty/zamężna,0
5651,40,,3.0,dobra historia,,2,12,określona,,27470.0,0,2,2,żonaty/zamężna,0
